Time(s),Position1,Current1,Position2,Current2
3.159,2364,-3,1726,-11
3.159,2364,-3,1726,-11,1
3.255,2374,0,1717,2
3.255,2374,0,1717,2,1
3.351,2383,0,1706,-2
3.351,2383,0,1706,-2,1
3.463,2398,0,1696,-1
3.463,2398,0,1696,-1,1
3.559,2405,-2,1687,0
3.559,2405,-2,1687,0,1
3.655,2415,-2,1676,-1
3.655,2415,-2,1676,-1,1
3.753,2425,-4,1666,-11
3.753,2425,-4,1666,-11,1
3.863,2438,0,1657,-4
3.863,2438,0,1657,-4,1
3.959,2445,-2,1647,3
3.959,2445,-2,1647,3,1
4.055,2454,-2,1637,-9
4.055,2454,-2,1637,-9,1
4.151,2464,-4,1627,-4
4.151,2464,-4,1627,-4,1
4.247,2474,-1,1618,-9
4.247,2474,-1,1618,-9,1
4.343,2484,-2,1607,-9
4.343,2484,-2,1607,-9,1
4.439,2494,-4,1598,-10
4.439,2494,-4,1598,-10,1
4.535,2504,-4,1587,-2
4.535,2504,-4,1587,-2,1
4.631,2513,-1,1578,-1
4.631,2513,-1,1578,-1,1
4.727,2524,-3,1567,-1
4.727,2524,-3,1567,-1,1
4.823,2534,-1,1557,-9
4.823,2534,-1,1557,-9,1
4.919,2543,0,1548,2
4.919,2543,0,1548,2,1
5.015,2553,-4,1538,-2
5.015,2553,-4,1538,-2,1
5.111,2563,-6,1528,-1
5.111,2563,-6,1528,-1,1
5.207,2571,0,1518,-1
5.207,2571,0,1518,-1,1
5.303,2583,-5,1509,0
5.303,2583,-5,1509,0,1
5.399,2593,-3,1499,-1
5.399,2593,-3,1499,-1,1
5.511,2605,-2,1488,-2
5.511,2605,-2,1488,-2,1
5.607,2613,-3,1478,0
5.607,2613,-3,1478,0,1
5.703,2622,-3,1468,-1
5.703,2622,-3,1468,-1,1
5.799,2631,0,1459,-9
5.799,2631,0,1459,-9,1
5.911,2646,0,1449,3
5.911,2646,0,1449,3,1
6.007,2652,-4,1439,-2
6.007,2652,-4,1439,-2,1
6.103,2662,-5,1429,-8
6.103,2662,-5,1429,-8,1
6.199,2672,-3,1419,0
6.199,2672,-3,1419,0,1
6.295,2682,-3,1409,-3
6.295,2682,-3,1409,-3,1
6.391,2692,-4,1399,-9
6.391,2692,-4,1399,-9,1
6.487,2703,-3,1389,-3
6.487,2703,-3,1389,-3,1
6.583,2711,-4,1379,-2
6.583,2711,-4,1379,-2,1
6.679,2721,-3,1369,-5
6.679,2721,-3,1369,-5,1
6.775,2730,0,1359,-6
6.775,2730,0,1359,-6,1
6.871,2741,-4,1350,-1
6.871,2741,-4,1350,-1,1
6.967,2751,-4,1341,-3
6.967,2751,-4,1341,-3,1
7.063,2759,0,1331,0
7.063,2759,0,1331,0,1
7.159,2771,-4,1321,-2
7.159,2771,-4,1321,-2,1
7.255,2781,-3,1310,-6
7.255,2781,-3,1310,-6,1
7.351,2791,-3,1301,1
7.351,2791,-3,1301,1,1
7.447,2802,-1,1290,0
7.447,2802,-1,1290,0,1
7.543,2811,-6,1280,-8
7.543,2811,-6,1280,-8,1
7.639,2819,-1,1270,-2
7.639,2819,-1,1270,-2,1
7.735,2831,-4,1261,-4
7.735,2831,-4,1261,-4,1
7.831,2841,-7,1251,-8
7.831,2841,-7,1251,-8,1
7.927,2850,-4,1242,-3
7.927,2850,-4,1242,-3,1
8.023,2860,-3,1231,-9
8.023,2860,-3,1231,-9,1
8.119,2870,-6,1221,-7
8.119,2870,-6,1221,-7,1
8.215,2879,-2,1211,-7
8.215,2879,-2,1211,-7,1
8.311,2890,-4,1202,-11
8.311,2890,-4,1202,-11,1
8.407,2900,-3,1192,-3
8.407,2900,-3,1192,-3,1
8.503,2910,-6,1181,-6
8.503,2910,-6,1181,-6,1
8.599,2919,-5,1172,-4
8.599,2919,-5,1172,-4,1
8.695,2928,0,1162,-6
8.695,2928,0,1162,-6,1
8.791,2940,-8,1152,-7
8.791,2940,-8,1152,-7,1
8.887,2949,-4,1142,-4
8.887,2949,-4,1142,-4,1
8.983,2959,-4,1133,-10
8.983,2959,-4,1133,-10,1
9.079,2969,-1,1123,-10
9.079,2969,-1,1123,-10,1
9.175,2979,-4,1113,-7
9.175,2979,-4,1113,-7,1
9.271,2988,-4,1103,-11
9.271,2988,-4,1103,-11,1
9.367,2997,-4,1093,-4
9.367,2997,-4,1093,-4,1
9.463,3009,-4,1083,-13
9.463,3009,-4,1083,-13,1
9.559,3019,-4,1073,-7
9.559,3019,-4,1073,-7,1
9.655,3030,-1,1063,-7
9.655,3030,-1,1063,-7,1
